PMID,Title,Authors,First Author,DOI,Publication Year,len
29378814,Modeling signaling-dependent pluripotency with Boolean logic to predict cell fate transitions,"Yachie-Kinoshita A, Onishi K, Ostblom J, Langley MA, Posfai E, Rossant J, Zandstra PW.",Yachie-Kinoshita A,10.15252/msb.20177952,2018,11
26028481,MUTZ-3 derived Langerhans cells in human skin equivalents show differential migration and phenotypic plasticity after allergen or irritant exposure,"Kosten IJ, Spiekstra SW, de Gruijl TD, Gibbs S.",Kosten IJ,10.1016/j.taap.2015.05.017,2015,19
34538239,Predicting the risk of mortality during hospitalization in sick severely malnourished children using daily evaluation of key clinical warning signs,"Wen B, Brals D, Bourdon C, Erdman L, Ngari M, Chimwezi E, Potani I, Thitiri J, Mwalekwa L, Berkley JA, Bandsma RHJ, Voskuijl W.",Wen B,10.1186/s12916-021-02074-6,2021,20
36978160,Psychometric and clinical evaluation of schizophrenia remission criteria in outpatients with psychotic disorders,"Sakinyte K, Holmberg C.",Sakinyte K,10.1186/s12888-023-04701-3,2023,13
27606901,31P NMR 2D Mapping of Creatine Kinase Forward Flux Rate in Hearts with Postinfarction Left Ventricular Remodeling in Response to Cell Therapy,"Gao L, Cui W, Zhang P, Jang A, Zhu W, Zhang J.",Gao L,10.1371/journal.pone.0162149,2016,22
27070195,Supramolecular Nanofibers Enhance Growth Factor Signaling by Increasing Lipid Raft Mobility,"Newcomb CJ, Sur S, Lee SS, Yu JM, Zhou Y, Snead ML, Stupp SI.",Newcomb CJ,10.1021/acs.nanolett.6b00054,2016,11
35886078,"Factors Associated with Outpatient Satisfaction in Provincial Tertiary Hospitals in Nanchang, China: A Structural Equation Modeling Approach","Zhou X, He Q, Li Q, Kuang J, Han Y, Chen J.",Zhou X,10.3390/ijerph19148226,2022,17
32590391,Rates of Venous Thromboembolism and Central Line-Associated Bloodstream Infections Among Types of Central Venous Access Devices in Critically Ill Children,"Patel N, Petersen TL, Simpson PM, Feng M, Hanson SJ.",Patel N,10.1097/CCM.0000000000004461,2020,20
26388287,Activin/Nodal Signaling Supports Retinal Progenitor Specification in a Narrow Time Window during Pluripotent Stem Cell Neuralization,"Bertacchi M, Lupo G, Pandolfini L, Casarosa S, D'Onofrio M, Pedersen RA, Harris WA, Cremisi F.",Bertacchi M,10.1016/j.stemcr.2015.08.011,2015,16
35378934,Bioinformatical analysis identifies PDLIM3 as a potential biomarker associated with immune infiltration in patients with endometriosis,"Gan L, Sun J, Sun J.",Gan L,10.7717/peerj.13218,2022,16
29109020,An immortalized microglial cell line (Mocha) derived from rat cochlea,"Seigel GM, Manohar S, Bai YY, Ding D, Salvi R.",Seigel GM,10.1016/j.mcn.2017.11.001,2017,10
34490963,"Impact of malignancy on In-hospital mortality, stratified by the cause of admission: An analysis of 67 million patients from the National Inpatient Sample","Kobo O, Brown SA, Nafee T, Mohamed MO, Sharma K, Istanbuly S, Roguin A, Cheng RK, Mamas MA.",Kobo O,10.1111/ijcp.14758,2021,23
27667168,Conditioned medium from human umbilical vein endothelial cells markedly improves the proliferation and differentiation of circulating endothelial progenitors,"Castelli G, Parolini I, Cerio AM, D'Angiò A, Pasquini L, Carollo M, Sargiacomo M, Testa U, Pelosi E.",Castelli G,10.1016/j.bcmd.2016.07.007,2016,18
29181780,3D-Models of Insulin-Producing β-Cells: from Primary Islet Cells to Stem Cell-Derived Islets,"Ribeiro D, Kvist AJ, Wittung-Stafshede P, Hicks R, Forslöw A.",Ribeiro D,10.1007/s12015-017-9783-8,2018,12
27095490,Developmental origin and lineage plasticity of endogenous cardiac stem cells,"Santini MP, Forte E, Harvey RP, Kovacic JC.",Santini MP,10.1242/dev.111591,2016,10
26285811,Induced Pluripotent Stem Cells: A New Frontier for Stem Cells in Dentistry,"Hynes K, Menichanin D, Bright R, Ivanovski S, Hutmacher DW, Gronthos S, Bartold PM.",Hynes K,10.1177/0022034515599769,2015,12
36767563,Experience and Perceptions among Older Outpatients after Myocardial Infarction following an Exercise Intervention: A Qualitative Analysis from the PIpELINe Trial,"Raisi A, Piva T, Myers J, Zerbini V, Mandini S, Zappaterra T, Mazzoni G, Tonet E, Pavasini R, Campo G, Grazzi G, Visintin EP.",Raisi A,10.3390/ijerph20032196,2023,20
33492905,Delirium Triage Screen/Brief Confusion Assessment Method in Adult Orthopaedic and Hematological Patients: A Validation Study,"Sederstrom JR, Aliory CD, Hanneman EM, Buras MR.",Sederstrom JR,10.1097/NOR.0000000000000726,2021,15
36876691,Possible immuno-modulatory effects of tocilizumab in patients with refractory status epilepticus,"El-Haggar SM, Hegazy SK, Mustafa W, Khrieba MO.",El-Haggar SM,10.26355/eurrev_202302_31392,2023,11
33517553,Non-vitamin K antagonist oral anticoagulant use at doses inappropriately lower than recommended in outpatient older adults: a real-life data,"Erdogan T, Erdogan O, Ozturk S, Oren MM, Karan MA, Bahat G.",Erdogan T,10.1007/s41999-021-00452-0,2021,19
30146821,Photodynamic Therapy has no Adverse Effects In Vitro on Human Gingival Fibroblasts and Osteoblasts,"Azaripour A, Azaripour M, Willershausen I, Noorden CJFV, Willershausen B.",Azaripour A,10.7754/Clin.Lab.2018.180220,2018,14
36115271,"Factors associated with greater patient satisfaction in outpatient neurosurgical clinics: Recommendation for surgery, older age, cranial chief complaint, and public health insurance","Christian Z, Curley KL, Richards AE, Zhang N, Lyons MK, Bendok BR, Patel NP, Kalani MA, Neal MT.",Christian Z,10.1016/j.clineuro.2022.107436,2022,22
26261494,Effects of Polygonatum sibiricum polysaccharide on the osteogenic differentiation of bone mesenchymal stem cells in mice,"Zong S, Zeng G, Zou B, Li K, Fang Y, Lu L, Xiao D, Zhang Z.",Zong S,,2015,16
33757490,"""Without the need for a second visit"" initiative improves patient satisfaction with updated services of outpatient clinics in China","Shen J, Zhang J, He Q, Pan H, Wu Z, Nie L, Zhang H, Liu S, Sun Y, Du Y, Huang D.",Shen J,10.1186/s12913-021-06260-3,2021,19
32496196,Evaluating the Need to Address Digital Literacy Among Hospitalized Patients: Cross-Sectional Observational Study,"Vollbrecht H, Arora V, Otero S, Carey K, Meltzer D, Press VG.",Vollbrecht H,10.2196/17519,2020,13
28258811,Human and Swine Dental Pulp Stem Cells Form a Vascularlike Network after Angiogenic Differentiation in Comparison with Endothelial Cells: A Quantitative Analysis,"Aksel H, Huang GT.",Aksel H,10.1016/j.joen.2016.11.015,2017,22
34180794,"Place of Death Trends and Utilization of Outpatient Palliative Care at the End of Life—Analysis of Death Certificates (2001, 2011, 2017) and Pseudonymized Data From Selected Palliative Medicine Consultation Services (2017) in Westphalia, Germany","Dasch B, Zahn PK.",Dasch B,10.3238/arztebl.m2021.0124,2021,34
35324459,A Focus on Amputation Level: Factors Preventing Length Preservation in the National Inpatient Sample,"Fan KL, Bekeny JC, Kennedy CJ, Zolper EG, Steinberg JS, Attinger CE, Evans KK, DeLia D.",Fan KL,10.7547/20-028,2022,14
28100035,Stromal Cells Act as Guardians for Endothelial Progenitors by Reducing Their Immunogenicity After Co-Transplantation,"Souidi N, Stolk M, Rudeck J, Strunk D, Schallmoser K, Volk HD, Seifert M.",Souidi N,10.1002/stem.2573,2017,14
30039581,Brief summary of the current protocols for generating intestinal organoids,"Miura S, Suzuki A.",Miura S,10.1111/dgd.12559,2018,10
37040109,Clinicians' Perspectives on Proactive Patient Safety Behaviors in the Perioperative Environment,"Duffy C, Menon N, Horak D, Bass GD, Talwar R, Lorenzi C, Taing Vo C, Chiang C, Ziemba JB.",Duffy C,10.1001/jamanetworkopen.2023.7621,2023,11
29920905,Our Sunshine place: A collective narrative and reflection on the experiences of a mental health crisis leading to an admission to a psychiatric inpatient unit,"Wyder M, Roennfeldt H, Rosello RF, Stewart B, Maher J, Taylor R, Pfeffer A, Bell P, Barringham N; others who preferred to withhold their names.",Wyder M,10.1111/inm.12487,2018,25
28525289,High-Throughput Phenotyping of Human Induced Pluripotent Stem Cell-Derived Cardiomyocytes and Neurons Using Electric Field Stimulation and High-Speed Fluorescence Imaging,"Daily NJ, Du ZW, Wakatsuki T.",Daily NJ,10.1089/adt.2017.781,2017,19
31021491,Uptake into a bedside needle and syringe program for acute care inpatients who inject drugs,"Brooks HL, O'Brien DC, Salvalaggio G, Dong K, Hyshka E.",Brooks HL,10.1111/dar.12930,2019,15
36864497,Religious hallucinations in Lebanese patients with schizophrenia and their association with religious coping,"Fares R, Rabil JM, Haddad C, Helwe S, Khalil J, Kasrine Al Halabi C, Abi Antoun T, Haddad G, Hallit S.",Fares R,10.1186/s13104-023-06296-0,2023,13
31492838,Next-generation unnatural monosaccharides reveal that ESRRB O-GlcNAcylation regulates pluripotency of mouse embryonic stem cells,"Hao Y, Fan X, Shi Y, Zhang C, Sun DE, Qin K, Qin W, Zhou W, Chen X.",Hao Y,10.1038/s41467-019-11942-y,2019,14
33463247,Acoustic Poration and Dynamic Healing of Mammalian Cell Membranes during Inkjet Printing,"Barui S, Saunders RE, Naskar S, Basu B, Derby B.",Barui S,10.1021/acsbiomaterials.9b01635,2020,12
34915315,Validation of algorithms for identifying outpatient infections in MS patients using electronic medical records,"Smith JB, Li BH, Gonzales EG, Langer-Gould A.",Smith JB,10.1016/j.msard.2021.103449,2022,14
27756764,MACF1 Controls Migration and Positioning of Cortical GABAergic Interneurons in Mice,"Ka M, Moffat JJ, Kim WY.",Ka M,10.1093/cercor/bhw319,2017,11
31654251,Retrospective Chart Review of Voluntary Admissions to an Inpatient Psychiatric Hospital in New York City: A Demographic Breakdown,"Garakani A, Cerrito BM, Aloysi AS, Martinez JM, Buono FD.",Garakani A,10.1007/s10597-019-00498-2,2020,18
30755084,Comparison of Cultured Human Cardiomyocyte Clusters Obtained from Embryos/Fetuses or Derived from Human Embryonic Stem Cells,"Grubb S, Vestergaard ML, Andersen AS, Rasmussen KK, Mamsen LS, Tuckute G, Grunnet-Lauridsen K, Møllgård K, Ernst E, Christensen ST, Calloe K, Andersen CY.",Grubb S,10.1089/scd.2018.0231,2019,16
35989195,[Place of internal medicine specialists in inpatient unprogrammed care of adult patients in France: A survey of in training and senior internal medicine specialists],"Roeser A, Vanjak A, Mettler C, Gramont B, Azoyan L, Oziol E, Le Moigne E, Bouillet L, Durieu I, Bourgarit A.",Roeser A,10.1016/j.revmed.2022.07.006,2022,24
26485546,Increased abundance of translation machinery in stem cell-derived neural progenitor cells from four schizophrenia patients,"Topol A, English JA, Flaherty E, Rajarajan P, Hartley BJ, Gupta S, Desland F, Zhu S, Goff T, Friedman L, Rapoport J, Felsenfeld D, Cagney G, Mackay-Sim A, Savas JN, Aronow B, Fang G, Zhang B, Cotter D, Brennand KJ.",Topol A,10.1038/tp.2015.118,2015,15
33624692,Elderly people's experiences in emergencies through access to other levels of health care,"Oliveira ALB, Menezes TMO, Freitas AVDS, Reis LAD, Sales MGS, Santos ALS, Santos LB.",Oliveira ALB,10.1590/0034-7167-2020-0423,2021,13
32352369,Patterns of drug prescribing in inpatients with first episode of schizophrenia spectrum disorder: The role of guidelines ,"Stašević M, Stašević Karličić I, Grgurević A, Divac N.",Stašević M,10.5414/CP203704,2020,17
28560676,Expression of Epithelial Mesenchymal Transition and Cancer Stem Cell Markers in Circulating Tumor Cells,"Werner S, Stenzl A, Pantel K, Todenhöfer T.",Werner S,10.1007/978-3-319-55947-6_11,2017,14
31350196,An intervention to improve patient understanding and use of preoperative chlorhexidine washes,"Cooper AL, Brown JA, Salathiel J, Gollner S.",Cooper AL,10.1016/j.idh.2019.06.005,2019,12
31519672,Winter cancellations of elective surgical procedures in the UK: a questionnaire survey of patients on the economic and psychological impact,"Herrod PJJ, Adiamah A, Boyd-Carson H, Daliya P, El-Sharkawy AM, Sarmah PB, Hossain T, Couch J, Sian TS, Wragg A, Andrew DR, Parsons SL, Lobo DN; WES-Pi Study Group on behalf of the East Midlands Surgical Academic Network (EMSAN); WES-Pi Study Group.",Herrod PJJ,10.1136/bmjopen-2018-028753,2019,20
25821058,"HUIEC, Human intestinal epithelial cell line with differentiated properties: process of isolation and characterisation","Gradisnik L, Trapecar M, Rupnik MS, Velnar T.",Gradisnik L,10.1007/s00508-015-0771-1,2015,14
29366839,Characterization of the bone marrow adipocyte niche with three-dimensional electron microscopy,"Robles H, Park S, Joens MS, Fitzpatrick JAJ, Craft CS, Scheller EL.",Robles H,10.1016/j.bone.2018.01.020,2019,11
27693429,Fibromodulin: A regulatory molecule maintaining cellular architecture for normal cellular function,"Jan AT, Lee EJ, Choi I.",Jan AT,10.1016/j.biocel.2016.09.023,2016,11
36116184,"Suicidal ideation among inpatients with substance use disorders: Prevalence, correlates and gender differences","Andersson HW, Mosti MP, Nordfjærn T.",Andersson HW,10.1016/j.psychres.2022.114848,2022,13
31895058,Promoting Emotional Well-being in Hospitalized Children and Adolescents With Virtual Reality: Usability and Acceptability of a Randomized Controlled Trial,"Flujas-Contreras JM, Ruiz-Castañeda D, Gómez I.",Flujas-Contreras JM,10.1097/CIN.0000000000000586,2020,19
26364591,Differentiation of human pluripotent stem cells into Medial Ganglionic Eminence vs. Caudal Ganglionic Eminence cells,"Ahn S, Kim TG, Kim KS, Chung S.",Ahn S,10.1016/j.ymeth.2015.09.009,2016,15
31672505,Eighteen-Year Follow-Up Study of 2 Alternative Bearing Surfaces Used in Total Hip Arthroplasty in the Same Young Patients,"Kim YH, Park JW.",Kim YH,10.1016/j.arth.2019.09.051,2020,18
33051192,Thirteen-year analyses of medical oncology outpatient day clinic data: a changing field,"Marhold M, Topakian T, Agis H, Bartsch R, Berghoff AS, Brodowicz T, Fuereder T, Ilhan-Mutlu A, Kiesewetter B, Krainer M, Locker GJ, Marosi C, Prager G, Schmidinger M, Thallinger C, Zöchbauer-Müller S, Raderer M, Preusser M, Lamm W.",Marhold M,10.1136/esmoopen-2020-000880,2020,12
36931655,Impact of outpatient total hip or knee replacement on informal caregivers at home: a scoping review,"Page BM, Urbach DR, Wolfstadt JI, Varkul O, Clavel N, Brull R.",Page BM,10.1503/cjs.010022,2023,16
36470297,Implementing American College of Obstetricians and Gynecologists Outpatient Antepartum Testing Recommendations: Can Your Clinic Handle It?,"Lende MN, Morris BA, Lynch TA.",Lende MN,10.1055/s-0042-1759706,2023,16
35672727,Healthcare service utilization patterns and patient experience in persons with spinal cord injury: a comparison across 22 countries,"Bychkovska O, Tederko P, Engkasan JP, Hajjioui A, Gemperli A.",Bychkovska O,10.1186/s12913-022-07844-3,2022,18
35627808,Anticancer Treatment Goals and Prognostic Misperceptions among Advanced Cancer Outpatients,"Paiva CE, Teixeira AC, Minto Lourenço B, Preto DD, Valentino TCO, Mingardi M, Paiva BSR.",Paiva CE,10.3390/ijerph19106272,2022,10
30006712,Subcellular Optogenetic Stimulation Platform for Studying Activity-Dependent Axon Myelination In Vitro,"Blasiak A, Nag S, Yang IH.",Blasiak A,10.1007/978-1-4939-7862-5_16,2018,11
33112420,Tongue muscle strength affects posterior pharyngeal wall advancement during swallowing: A cross-sectional study of outpatients with dysphagia,"Nagashima K, Kikutani T, Miyashita T, Yajima Y, Tamura F.",Nagashima K,10.1111/joor.13120,2021,17
31229453,Surveillance of life-long antibiotics-A cross-sectional cohort study assessing patient attitudes and understanding of long-term antibiotic consumption,"Lau JSY, Bhatt S, Streitberg R, Bryant M, Korman TM, Woolley I.",Lau JSY,10.1016/j.idh.2019.05.002,2019,16
36545333,"The impact of hyperglycaemic crisis episodes on long-term outcomes for inpatients presenting with acute organ injury: A prospective, multicentre follow-up study","Duan Z, Song P, Yang C, Deng L, Jiang Y, Deng F, Jiang X, Chen Y, Yang G, Ma Y, Deng W.",Duan Z,10.3389/fendo.2022.1057089,2022,21
35340939,When Do Patients Return to Driving After Outpatient Foot and Ankle Surgery?,"Burnham M, Wright A, Kane TJK 4th, Kikuchi CK.",Burnham M,,2022,12
29695145,Sciatic nerve leachate of cattle causes neuronal differentiation of PC12 cells via ERK1/2 signaling pathway,"Zhang Z, Liu Y, Zhu X, Wei L, Zhu J, Shi K, Wang G, Pan L.",Zhang Z,10.4142/jvs.2018.19.4.512,2018,15
31037322,Technological advancements for the development of stem cell-based models for hepatotoxicity testing,"Natale A, Vanmol K, Arslan A, Van Vlierberghe S, Dubruel P, Van Erps J, Thienpont H, Buzgo M, Boeckmans J, De Kock J, Vanhaecke T, Rogiers V, Rodrigues RM.",Natale A,10.1007/s00204-019-02465-y,2019,12
30809380,Nation-wide survey of screening practices to detect carriers of multi-drug resistant organisms upon admission to Swiss healthcare institutions,"Martischang R, Buetti N, Balmelli C, Saam M, Widmer A, Harbarth S.",Martischang R,10.1186/s13756-019-0479-5,2019,18
33473383,An Interactive Mock Paging Curriculum to Prepare New Internal Medicine Interns for Inpatient Wards,"Patel R, Snydman LK.",Patel R,10.15766/mep_2374-8265.11082,2021,14
30292310,The influence of culture media upon observed cell secretome metabolite profiles: The balance between cell viability and data interpretability,"Daskalaki E, Pillon NJ, Krook A, Wheelock CE, Checa A.",Daskalaki E,10.1016/j.aca.2018.04.034,2018,19
